"GEOID","NAME","UATYPE","ALAND","AWATER","ALAND_SQMI","AWATER_SQMI","INTPTLAT","INTPTLONG","clusters"
7543,"Big Lake, TX Urban Cluster","C",2756021,0,1.064,0,31.19452,-101.459125,3
7597,"Big Pine Key, FL Urban Cluster","C",19738084,3771218,7.621,1.456,24.665134,-81.415457,1
7624,"Big Rapids, MI Urban Cluster","C",24130980,170777,9.317,0.066,43.686859,-85.473293,1
7651,"Big Spring, TX Urban Cluster","C",38165365,67731,14.736,0.026,32.244366,-101.470756,3
7678,"Big Stone Gap, VA Urban Cluster","C",16108235,243076,6.219,0.094,36.872903,-82.760597,1
7705,"Billings, MT Urbanized Area","U",137303477,488573,53.013,0.189,45.79132,-108.53184,29
7732,"Binghamton, NY--PA Urbanized Area","U",192028786,9043543,74.143,3.492,42.105366,-75.962775,1
7759,"Birch Bay, WA Urban Cluster","C",32497232,130171,12.547,0.05,48.955394,-122.756978,2
7786,"Birmingham, AL Urbanized Area","U",1372110450,10353735,529.775,3.998,33.469107,-86.791974,1
7813,"Bisbee, AZ Urban Cluster","C",8080356,744,3.12,0,31.392958,-109.920071,17
7824,"Biscoe, NC Urban Cluster","C",9168272,0,3.54,0,35.371676,-79.784137,1
7840,"Bishop, CA Urban Cluster","C",11034533,52107,4.26,0.02,37.365976,-118.415939,30
7867,"Bishop, TX Urban Cluster","C",3728910,0,1.44,0,27.584786,-97.795577,1
7894,"Bishopville, SC Urban Cluster","C",5967134,0,2.304,0,34.218215,-80.247396,1
7921,"Bismarck, ND Urbanized Area","U",100290490,1837873,38.722,0.71,46.819853,-100.800391,3
7948,"Blackfoot, ID Urban Cluster","C",32015044,71687,12.361,0.028,43.19907,-112.389519,11
7975,"Black River Falls, WI Urban Cluster","C",13941143,177529,5.383,0.069,44.305215,-90.837473,1
8002,"Blacksburg, VA Urbanized Area","U",132590354,564154,51.193,0.218,37.12475,-80.420623,1
8029,"Blackshear, GA Urban Cluster","C",8737092,21351,3.373,0.008,31.29937,-82.243468,1
8056,"Blackstone, VA Urban Cluster","C",4332326,3696,1.673,0.001,37.078886,-78.000023,1
8083,"Blackwell, OK Urban Cluster","C",9123358,17842,3.523,0.007,36.799819,-97.29264,1
8137,"Blair, NE Urban Cluster","C",10395933,0,4.014,0,41.544787,-96.132527,1
8164,"Blairsville, PA Urban Cluster","C",15732547,86927,6.074,0.034,40.443612,-79.227356,1
8191,"Blakely, GA Urban Cluster","C",7958937,0,3.073,0,31.375859,-84.934876,1
8209,"Blanchard, OK Urban Cluster","C",8487869,4616,3.277,0.002,35.154313,-97.657197,1
8218,"Blanchester, OH Urban Cluster","C",7540753,254750,2.912,0.098,39.287524,-83.976444,1
8245,"Blanding, UT Urban Cluster","C",4310278,0,1.664,0,37.625928,-109.481411,31
8272,"Blissfield, MI Urban Cluster","C",4701810,32155,1.815,0.012,41.835576,-83.870515,1
8299,"Bloomer, WI Urban Cluster","C",5096750,335604,1.968,0.13,45.103349,-91.492777,1
8326,"Bloomfield, IN Urban Cluster","C",3171918,0,1.225,0,39.025952,-86.938663,1
8353,"Bloomfield, NM Urban Cluster","C",19521218,102189,7.537,0.039,36.711895,-107.985408,6
8380,"Bloomington, IN Urbanized Area","U",115979889,13178,44.78,0.005,39.162873,-86.548361,1
8407,"Bloomington--Normal, IL Urbanized Area","U",127150366,257188,49.093,0.099,40.493927,-88.978753,1
8434,"Bloomsburg--Berwick, PA Urbanized Area","U",84645129,3141860,32.682,1.213,41.016958,-76.41213,1
8461,"Blountstown, FL Urban Cluster","C",10184965,25169,3.932,0.01,30.435017,-85.056248,1
8488,"Blue Earth, MN Urban Cluster","C",4513867,41945,1.743,0.016,43.637847,-94.100266,1
8515,"Bluefield, WV--VA Urban Cluster","C",110074668,396696,42.5,0.153,37.246314,-81.315478,1
8542,"Bluffton, IN Urban Cluster","C",17190360,200154,6.637,0.077,40.751051,-85.171967,1
8569,"Bluffton, OH Urban Cluster","C",5638867,164059,2.177,0.063,40.890826,-83.894518,1
8623,"Blythe, CA--AZ Urban Cluster","C",16019513,3436,6.185,0.001,33.611802,-114.586127,32
8650,"Blytheville, AR Urban Cluster","C",23618828,74152,9.119,0.029,35.930795,-89.924251,1
8677,"Boardman, OR Urban Cluster","C",7455025,0,2.878,0,45.835559,-119.696376,26
8704,"Boerne, TX Urban Cluster","C",18150347,0,7.008,0,29.781771,-98.726758,1
8731,"Bogalusa, LA Urban Cluster","C",21462666,77121,8.287,0.03,30.780619,-89.86476,1
8749,"Boiling Spring Lakes, NC Urban Cluster","C",9035560,1414539,3.489,0.546,34.041667,-78.04488,1
8758,"Boiling Springs, NC Urban Cluster","C",9505845,0,3.67,0,35.256034,-81.657863,1
8785,"Boise City, ID Urbanized Area","U",346666241,4151741,133.849,1.603,43.617778,-116.292083,33
8812,"Bolivar, MO Urban Cluster","C",13897844,21796,5.366,0.008,37.606697,-93.416709,1
8839,"Bolivar, OH Urban Cluster","C",9363644,36192,3.615,0.014,40.639605,-81.432248,1
8866,"Bolivar, TN Urban Cluster","C",12921387,0,4.989,0,35.259899,-88.995199,1
8893,"Bonadelle Ranchos-Madera Ranchos, CA Urban Cluster","C",23023955,0,8.89,0,36.986902,-119.873482,15
8920,"Bonham, TX Urban Cluster","C",13489805,0,5.208,0,33.587997,-96.18404,1
8947,"Bonifay, FL Urban Cluster","C",9228887,27637,3.563,0.011,30.778853,-85.6824,1
8974,"Bonita Springs, FL Urbanized Area","U",484644882,36650845,187.122,14.151,26.210693,-81.744767,1
8992,"Bonneauville, PA Urban Cluster","C",8233493,585980,3.179,0.226,39.8113,-77.173901,1
9001,"Bonners Ferry, ID Urban Cluster","C",5288885,64130,2.042,0.025,48.690567,-116.320015,34
9028,"Boone, IA Urban Cluster","C",24016435,0,9.273,0,42.056693,-93.880639,1
9055,"Boone, NC Urban Cluster","C",34878358,107710,13.467,0.042,36.212553,-81.651366,1
9082,"Booneville, AR Urban Cluster","C",4983039,0,1.924,0,35.138439,-93.920088,1
9109,"Booneville, MS Urban Cluster","C",14569476,23134,5.625,0.009,34.658157,-88.55443,1
9163,"Boonville, IN Urban Cluster","C",6688113,34048,2.582,0.013,38.046357,-87.272626,1
9190,"Boonville, MO Urban Cluster","C",14828412,227870,5.725,0.088,38.971691,-92.74673,1
9217,"Borger, TX Urban Cluster","C",32546357,10993,12.566,0.004,35.666797,-101.399608,3
9244,"Boscobel, WI Urban Cluster","C",4009378,0,1.548,0,43.136654,-90.699763,1
9271,"Boston, MA--NH--RI Urbanized Area","U",4852378463,201767141,1873.514,77.903,42.373132,-71.140708,1
9298,"Boulder, CO Urbanized Area","U",84147172,697824,32.489,0.269,40.027135,-105.23905,6
9325,"Boulder City, NV Urban Cluster","C",15747630,0,6.08,0,35.971068,-114.842418,32
9352,"Bowie, TX Urban Cluster","C",10479755,46255,4.046,0.018,33.558499,-97.843269,1
9379,"Bowling Green, KY Urbanized Area","U",117599375,637275,45.405,0.246,36.955492,-86.439505,1
9406,"Bowling Green, MO Urban Cluster","C",5971104,19241,2.305,0.007,39.346076,-91.202394,1
9433,"Bowling Green, OH Urban Cluster","C",31838570,288361,12.293,0.111,41.375434,-83.64958,1
9460,"Box Elder, SD Urban Cluster","C",20973161,18064,8.098,0.007,44.129081,-103.076939,9
9487,"Boyne City, MI Urban Cluster","C",7164555,56507,2.766,0.022,45.212106,-85.01253,1
9514,"Bozeman, MT Urban Cluster","C",50443411,121006,19.476,0.047,45.683919,-111.057553,24
9532,"Brackettville, TX Urban Cluster","C",7113925,8247,2.747,0.003,29.302599,-100.412224,3
9541,"Bradford, PA--NY Urban Cluster","C",13727524,189396,5.3,0.073,41.960558,-78.643265,1
9568,"Brady, TX Urban Cluster","C",7415354,23946,2.863,0.009,31.130533,-99.33716,1
9600,"Braidwood--Coal City--Wilmington, IL Urban Cluster","C",38941110,1171813,15.035,0.452,41.269895,-88.239959,1
9622,"Brainerd, MN Urban Cluster","C",45944799,3757717,17.739,1.451,46.358835,-94.219552,1
9649,"Brandon, SD Urban Cluster","C",8612017,10852,3.325,0.004,43.59375,-96.571201,1
9676,"Branson, MO Urban Cluster","C",74493032,1230830,28.762,0.475,36.628367,-93.252269,1
9703,"Brattleboro, VT--NH Urban Cluster","C",12268781,341042,4.737,0.132,42.849383,-72.580475,1
9730,"Brawley, CA Urban Cluster","C",20535858,0,7.929,0,32.977979,-115.531854,35
9784,"Brazoria, TX Urban Cluster","C",7897793,0,3.049,0,29.058564,-95.585174,1
9801,"Breaux Bridge, LA Urban Cluster","C",58904701,694837,22.743,0.268,30.277915,-91.881727,1
9811,"Breckenridge, CO Urban Cluster","C",16797616,0,6.486,0,39.483131,-106.042401,6
9838,"Breckenridge, TX Urban Cluster","C",9691153,9818,3.742,0.004,32.756684,-98.909361,1
9865,"Breese, IL Urban Cluster","C",11870142,0,4.583,0,38.592503,-89.532017,1
9892,"Bremen, GA Urban Cluster","C",17658329,20518,6.818,0.008,33.719958,-85.145976,1
9919,"Bremen, IN Urban Cluster","C",6228047,11642,2.405,0.004,41.446077,-86.150628,1
9946,"Bremerton, WA Urbanized Area","U",353505234,81978109,136.489,31.652,47.615914,-122.626178,2
9973,"Brenham, TX Urban Cluster","C",21534397,48551,8.314,0.019,30.15986,-96.39592,1
10000,"Brent, AL Urban Cluster","C",12493768,41081,4.824,0.016,32.953495,-87.15261,1
10027,"Brevard, NC Urban Cluster","C",31377102,84,12.115,0,35.229587,-82.73134,1
10081,"Brewton, AL Urban Cluster","C",15289359,66129,5.903,0.026,31.107055,-87.063914,1
10135,"Bridgeport, TX Urban Cluster","C",8784797,0,3.392,0,33.213936,-97.760725,1
10162,"Bridgeport--Stamford, CT--NY Urbanized Area","U",1207618418,30657445,466.264,11.837,41.135301,-73.534002,1
10189,"Bridgeton, NJ Urban Cluster","C",46057315,1200297,17.783,0.463,39.441365,-75.223477,1
10198,"Bridgeville, DE Urban Cluster","C",8186860,0,3.161,0,38.72737,-75.58966,1
10297,"Brillion, WI Urban Cluster","C",4074256,20810,1.573,0.008,44.175097,-88.066117,1
10324,"Brinkley, AR Urban Cluster","C",5303073,20613,2.048,0.008,34.891439,-91.193631,1
10351,"Bristol--Bristol, TN--VA Urbanized Area","U",165510096,232262,63.904,0.09,36.604532,-82.152878,1
10378,"Bristow, OK Urban Cluster","C",4773083,9109,1.843,0.004,35.828541,-96.392281,1
10405,"Broadway, VA Urban Cluster","C",9349882,91232,3.61,0.035,38.6192,-78.790019,1
10418,"Brockport, NY Urban Cluster","C",30728467,227874,11.864,0.088,43.225484,-77.926485,1
10426,"Brockway, PA Urban Cluster","C",6218151,99396,2.401,0.038,41.245655,-78.775677,1
10459,"Brodhead, WI Urban Cluster","C",4598458,0,1.775,0,42.613802,-89.37916,1
10513,"Broken Bow, NE Urban Cluster","C",4932367,0,1.904,0,41.405441,-99.64017,1
10540,"Broken Bow, OK Urban Cluster","C",8875104,47943,3.427,0.019,34.024203,-94.743486,1
10567,"Brookfield, MO Urban Cluster","C",7607997,17861,2.937,0.007,39.783508,-93.076913,1
10594,"Brookhaven, MS Urban Cluster","C",22858483,8189,8.826,0.003,31.594241,-90.440231,1
10621,"Brookings, OR Urban Cluster","C",18173680,328735,7.017,0.127,42.052622,-124.268979,2
10648,"Brookings, SD Urban Cluster","C",24565015,0,9.485,0,44.300493,-96.784511,1
10675,"Brooklyn, MI Urban Cluster","C",7674150,129296,2.963,0.05,42.102068,-84.27483,1
10702,"Brookshire, TX Urban Cluster","C",6684224,0,2.581,0,29.782342,-95.955079,1
10810,"Brookville, PA Urban Cluster","C",9738685,195882,3.76,0.076,41.162035,-79.081363,1
10837,"Brownfield, TX Urban Cluster","C",11681989,60687,4.51,0.023,33.17654,-102.274007,3
10864,"Browning, MT Urban Cluster","C",4860668,72933,1.877,0.028,48.555151,-113.019434,36
10891,"Browns Mills--Fort Dix, NJ Urban Cluster","C",74383103,1510209,28.719,0.583,40.020284,-74.590178,1
10918,"Brownstown, IN Urban Cluster","C",3989468,6997,1.54,0.003,38.878859,-86.046346,1
10945,"Brownsville, TN Urban Cluster","C",14930885,0,5.765,0,35.596462,-89.261068,1
10972,"Brownsville, TX Urbanized Area","U",211443479,8334657,81.639,3.218,25.966448,-97.473579,1
10999,"Brownwood, TX Urban Cluster","C",44025128,0,16.998,0,31.709802,-98.972804,1
11026,"Brunswick, GA Urbanized Area","U",112327244,2067856,43.37,0.798,31.215376,-81.505347,1
11040,"Brunswick, ME Urban Cluster","C",63727965,1774516,24.606,0.685,43.911044,-69.927941,1
11053,"Brunswick, MD--VA Urban Cluster","C",17346435,219373,6.697,0.085,39.311176,-77.628603,1
11080,"Brush, CO Urban Cluster","C",6256580,0,2.416,0,40.259107,-103.630798,9
11107,"Bryan, OH Urban Cluster","C",16304429,56236,6.295,0.022,41.473955,-84.550698,1
11134,"Buckeye, AZ Urban Cluster","C",27065863,0,10.45,0,33.390478,-112.583185,17
11161,"Buckhannon, WV Urban Cluster","C",16015626,0,6.184,0,38.985416,-80.225757,1
11175,"Buckhead (Bryan County), GA Urban Cluster","C",20070804,170258,7.749,0.066,31.861859,-81.260314,1
11188,"Buckner, MO Urban Cluster","C",6130525,7094,2.367,0.003,39.125522,-94.2005,1
11215,"Bucyrus, OH Urban Cluster","C",15964722,1247,6.164,0,40.803787,-82.97168,1
11242,"Buena Vista, CO Urban Cluster","C",9984585,88623,3.855,0.034,38.831749,-106.133048,6
11269,"Buena Vista, VA Urban Cluster","C",8863671,34604,3.422,0.013,37.735113,-79.35429,1
11296,"Buffalo, MN Urban Cluster","C",21603810,3118061,8.341,1.204,45.181514,-93.864247,1
11323,"Buffalo, MO Urban Cluster","C",5509665,2226,2.127,0.001,37.645096,-93.098472,1
11350,"Buffalo, NY Urbanized Area","U",984048171,14407808,379.943,5.563,42.92493,-78.823675,1
11377,"Buffalo, WY Urban Cluster","C",6150810,1106,2.375,0,44.350191,-106.701248,37
11404,"Buhl, ID Urban Cluster","C",4045621,0,1.562,0,42.598117,-114.760937,38
11415,"Buies Creek, NC Urban Cluster","C",9620435,20357,3.714,0.008,35.409723,-78.712074,1
11431,"Bullhead City, AZ--NV Urban Cluster","C",75194488,26608,29.033,0.01,35.05296,-114.589825,32
11512,"Bunkie, LA Urban Cluster","C",5733437,3802,2.214,0.001,30.953684,-92.185724,1
11539,"Buras, LA Urban Cluster","C",23494956,429625,9.071,0.166,29.342422,-89.500918,1
11566,"Burgaw, NC Urban Cluster","C",6407465,0,2.474,0,34.550156,-77.930332,1
11575,"Burgettstown, PA Urban Cluster","C",6326559,0,2.443,0,40.379862,-80.390416,1
11593,"Burkburnett, TX Urban Cluster","C",13529508,0,5.224,0,34.082698,-98.569482,1
11620,"Burley, ID Urban Cluster","C",25068911,2376434,9.679,0.918,42.549224,-113.778842,39
11647,"Burlington, CO Urban Cluster","C",3830536,0,1.479,0,39.303792,-102.265995,40
11674,"Burlington, IA--IL Urban Cluster","C",40242401,128585,15.538,0.05,40.813742,-91.132613,1
11701,"Burlington, KS Urban Cluster","C",4148455,2341,1.602,0.001,38.196277,-95.743405,1
11728,"Burlington, NC Urbanized Area","U",234220054,2055249,90.433,0.794,36.078968,-79.408365,1
11755,"Burlington, VT Urbanized Area","U",159958092,2716845,61.76,1.049,44.47408,-73.147596,1
11782,"Burlington, WI Urban Cluster","C",33996869,3108743,13.126,1.2,42.704751,-88.243824,1
11809,"Burnet, TX Urban Cluster","C",10064922,27206,3.886,0.011,30.750602,-98.238193,1
11836,"Burney, CA Urban Cluster","C",5245355,43741,2.025,0.017,40.883756,-121.665539,41
11863,"Burns, OR Urban Cluster","C",6514748,0,2.515,0,43.582651,-119.055231,42
11872,"Burnt Store Marina, FL Urban Cluster","C",8149980,786634,3.147,0.304,26.772214,-82.044248,1
11890,"Bushnell, FL Urban Cluster","C",7042547,0,2.719,0,28.667725,-82.116594,1
11917,"Bushnell, IL Urban Cluster","C",3807535,19836,1.47,0.008,40.552775,-90.507321,1
11944,"Butler, IN Urban Cluster","C",3180383,0,1.228,0,41.429251,-84.872612,1
11971,"Butler, MO Urban Cluster","C",5541871,16227,2.14,0.006,38.256012,-94.339322,1
11998,"Butler, PA Urban Cluster","C",85115419,329115,32.863,0.127,40.863328,-79.924443,1
12025,"Butner, NC Urban Cluster","C",44328424,96104,17.115,0.037,36.134328,-78.740676,1
12052,"Butte-Silver Bow, MT Urban Cluster","C",42723757,0,16.496,0,45.983526,-112.516412,13
12079,"Byron, IL Urban Cluster","C",13458365,143714,5.196,0.055,42.141192,-89.264201,1
12106,"Byron, MN Urban Cluster","C",6126778,0,2.366,0,44.038029,-92.643897,1
12120,"Cache, OK Urban Cluster","C",3986913,0,1.539,0,34.63018,-98.629863,1
12133,"Cactus, TX Urban Cluster","C",1904469,0,0.735,0,36.039681,-101.999794,3
12160,"Cadillac, MI Urban Cluster","C",22621635,4761096,8.734,1.838,44.248143,-85.415876,1
12187,"Cadiz, KY Urban Cluster","C",5668110,12602,2.188,0.005,36.864616,-87.820443,1
12214,"Cadiz, OH Urban Cluster","C",4474129,332,1.727,0,40.265314,-80.988254,1
12241,"Cairo, GA Urban Cluster","C",16785552,157083,6.481,0.061,30.876091,-84.205905,1
12268,"Cairo, IL Urban Cluster","C",4930200,1421,1.904,0.001,37.01387,-89.180625,1
12295,"Calais, ME Urban Cluster","C",4410956,0,1.703,0,45.178899,-67.275223,43
12322,"Caldwell, OH Urban Cluster","C",7284508,48684,2.813,0.019,39.741273,-81.535625,1
12349,"Caldwell, TX Urban Cluster","C",7878914,48477,3.042,0.019,30.531315,-96.700624,1
12376,"Caledonia, MN Urban Cluster","C",4462188,571,1.723,0,43.63279,-91.493598,1
12457,"Calhoun, GA Urban Cluster","C",85652912,479455,33.071,0.185,34.477731,-84.920398,1
12511,"California, MO Urban Cluster","C",5859953,32934,2.263,0.013,38.630336,-92.568251,1
12565,"California City, CA Urban Cluster","C",19514057,104459,7.534,0.04,35.122358,-117.966018,15
12592,"Calipatria, CA Urban Cluster","C",2661784,0,1.028,0,33.124883,-115.512646,35
12646,"Calistoga, CA Urban Cluster","C",6728918,47145,2.598,0.018,38.581408,-122.582696,15
12700,"Camano, WA Urban Cluster","C",17183720,128605,6.635,0.05,48.159122,-122.472428,2
12713,"Camano North, WA Urban Cluster","C",5160297,0,1.992,0,48.213081,-122.528459,2
12754,"Camarillo, CA Urbanized Area","U",56961613,24048,21.993,0.009,34.231343,-119.034717,15
12781,"Cambria, CA Urban Cluster","C",9244023,0,3.569,0,35.559273,-121.091551,15
12808,"Cambridge, MD Urban Cluster","C",22412698,348446,8.654,0.135,38.562477,-76.077314,1
12835,"Cambridge, MN Urban Cluster","C",25658128,1286862,9.907,0.497,45.533196,-93.235204,1
12862,"Cambridge, OH Urban Cluster","C",25500952,9978,9.846,0.004,40.017438,-81.578297,1
12872,"Cambridge, WI Urban Cluster","C",4522665,1493356,1.746,0.577,43.002181,-89.002427,1
12889,"Cambridge City, IN Urban Cluster","C",7919879,413878,3.058,0.16,39.807266,-85.151127,1
12890,"Cambridge Springs, PA Urban Cluster","C",2092690,0,0.808,0,41.801559,-80.059681,1
12916,"Camden, AR Urban Cluster","C",30713879,22456,11.859,0.009,33.559942,-92.845911,1
12943,"Camden, ME Urban Cluster","C",7714431,2362,2.979,0.001,44.206573,-69.08143,1
12970,"Camden, SC Urban Cluster","C",40708570,1288210,15.718,0.497,34.259627,-80.595476,1
12997,"Camden, TN Urban Cluster","C",10463386,0,4.04,0,36.059683,-88.103641,1
13024,"Camdenton, MO Urban Cluster","C",7577532,0,2.926,0,38.005994,-92.75846,1
13051,"Cameron, MO Urban Cluster","C",10486979,83736,4.049,0.032,39.742652,-94.238676,1
13078,"Cameron, TX Urban Cluster","C",7998861,0,3.088,0,30.858592,-96.97842,1
13132,"Camilla, GA Urban Cluster","C",13882786,0,5.36,0,31.215096,-84.188358,1
13159,"Campbellsville, KY Urban Cluster","C",20054525,301008,7.743,0.116,37.352554,-85.346495,1
13170,"Camp Verde, AZ Urban Cluster","C",16179329,0,6.247,0,34.589325,-111.874508,17
13177,"Canadian, TX Urban Cluster","C",3863429,0,1.492,0,35.909872,-100.383689,3
13221,"Canby, OR Urban Cluster","C",12916786,55146,4.987,0.021,45.26509,-122.688395,2
13240,"Cannon Falls, MN Urban Cluster","C",7033213,86282,2.716,0.033,44.509501,-92.902051,1
13267,"Cañon City, CO Urban Cluster","C",50254235,31525,19.403,0.012,38.438739,-105.212346,6
13294,"Canton, IL Urban Cluster","C",16710975,0,6.452,0,40.564329,-90.032578,1
13321,"Canton, MS Urban Cluster","C",27619072,317453,10.664,0.123,32.616925,-90.022124,1
13348,"Canton, NY Urban Cluster","C",8434959,234290,3.257,0.09,44.59639,-75.163596,1
13375,"Canton, OH Urbanized Area","U",431100624,3042433,166.449,1.175,40.827898,-81.430086,1
13402,"Canton, SD Urban Cluster","C",2980478,0,1.151,0,43.302592,-96.588259,1
13429,"Canton, TX Urban Cluster","C",11408640,50125,4.405,0.019,32.549287,-95.868917,1
13456,"Canyon, TX Urban Cluster","C",15933118,16480,6.152,0.006,34.983283,-101.91869,3
13483,"Canyon Lake, TX Urban Cluster","C",16926068,19553,6.535,0.008,29.867717,-98.275628,1
13510,"Cape Coral, FL Urbanized Area","U",855289758,107048467,330.229,41.332,26.602515,-81.842109,1
13537,"Cape Girardeau, MO--IL Urbanized Area","U",90715288,174299,35.025,0.067,37.332328,-89.585831,1
13550,"Captain Cook, HI Urban Cluster","C",10839502,0,4.185,0,19.485122,-155.904787,44
13564,"Carbondale, CO Urban Cluster","C",5479832,0,2.116,0,39.39731,-107.215665,6
13591,"Carbondale, IL Urbanized Area","U",126009053,2579081,48.652,0.996,37.748873,-89.065603,1
13618,"Carey, OH Urban Cluster","C",3721273,0,1.437,0,40.950435,-83.384422,1
13645,"Caribou, ME Urban Cluster","C",6348277,45526,2.451,0.018,46.855956,-68.008237,45
13699,"Carlinville, IL Urban Cluster","C",7351654,0,2.838,0,39.279166,-89.880261,1
13753,"Carlisle, IA Urban Cluster","C",3881555,42798,1.499,0.017,41.500208,-93.492609,1
13807,"Carlsbad, NM Urban Cluster","C",56833484,706244,21.944,0.273,32.399376,-104.234137,18
13821,"Carlton, OR Urban Cluster","C",9786343,0,3.779,0,45.317017,-123.173609,2
13834,"Carlyle, IL Urban Cluster","C",6576265,0,2.539,0,38.611183,-89.387204,1
13850,"Carmel Valley Village, CA Urban Cluster","C",7521078,115866,2.904,0.045,36.468948,-121.730643,15
13861,"Carmi, IL Urban Cluster","C",6424871,14612,2.481,0.006,38.08674,-88.171043,1
13915,"Caro, MI Urban Cluster","C",9135465,2184,3.527,0.001,43.493157,-83.394155,1
13969,"Carrizo Springs, TX Urban Cluster","C",10098251,41587,3.899,0.016,28.524135,-99.850979,1
